Address,City,State,Zip,Latitude,Longitude
2601 PLATTE PL,FORT COLLINS,CO,80526,40.53496,-105.12483
2607 PLATTE PL,FORT COLLINS,CO,80526,40.535,-105.12535
2625 PLATTE PL,FORT COLLINS,CO,80526,40.53517,-105.12526
2631 PLATTE PL,FORT COLLINS,CO,80526,40.53514,-105.12525
3818 PLATTE CT,FORT COLLINS,CO,80526,40.53508,-105.12522
3800 PLATTE CT,FORT COLLINS,CO,80526,40.53512,-105.12526
3806 PLATTE CT,FORT COLLINS,CO,80526,40.5351,-105.12526
2300 LATHROP CT,FORT COLLINS,CO,80526,40.53514,-105.12525
3812 PLATTE CT,FORT COLLINS,CO,80526,40.53507,-105.12525
3812 PLATTE DR,FORT COLLINS,CO,80526,40.53484,-105.12415
3820 PLATTE DR,FORT COLLINS,CO,80526,40.53455,-105.12418
3823 PLATTE DR,FORT COLLINS,CO,80526,40.53455,-105.12417
3829 PLATTE DR,FORT COLLINS,CO,80526,40.53439,-105.12421
3903 PLATTE DR,FORT COLLINS,CO,80526,40.5337,-105.1242
3902 PLATTE DR,FORT COLLINS,CO,80526,40.53346,-105.12421
3908 PLATTE DR,FORT COLLINS,CO,80521,40.5334,-105.12419
3915 PLATTE DR,FORT COLLINS,CO,80526,40.53327,-105.12422
3909 PLATTE DR,FORT COLLINS,CO,80525,40.53326,-105.12422
3909 PLATTE DR,FORT COLLINS,CO,80525,40.53334,-105.12421
3914 PLATTE DR,FORT COLLINS,CO,80526,40.53325,-105.12419
3920 PLATTE DR,FORT COLLINS,CO,80526,40.53327,-105.12422
3921 PLATTE DR,FORT COLLINS,CO,80526,40.53288,-105.12415
3927 PLATTE DR,FORT COLLINS,CO,80526,40.53286,-105.12421
3932 PLATTE DR,FORT COLLINS,CO,80526,40.53288,-105.12416
3933 PLATTE DR,FORT COLLINS,CO,80526,40.53288,-105.12415
4004 PLATTE DR,FORT COLLINS,CO,80526,40.53259,-105.12424
4005 PLATTE DR,FORT COLLINS,CO,80526,40.53259,-105.12424
4010 PLATTE DR,FORT COLLINS,CO,80526,40.5326,-105.12426
4011 PLATTE DR,FORT COLLINS,CO,80526,40.53235,-105.12438
4017 PLATTE DR,FORT COLLINS,CO,80526,40.53202,-105.12467
4023 PLATTE DR,FORT COLLINS,CO,80526,40.53212,-105.12463
4022 PLATTE DR,FORT COLLINS,CO,80526,40.53209,-105.12465
4029 PLATTE DR,FORT COLLINS,CO,80526,40.532,-105.1247
4035 PLATTE DR,FORT COLLINS,CO,80526,40.53149,-105.12472
4041 PLATTE DR,FORT COLLINS,CO,80525,40.5314,-105.123
2531 BAXTER PL,FORT COLLINS,CO,80526,40.5314,-105.123
4028 PLATTE DR,FORT COLLINS,CO,80526,40.53138,-105.12452
2525 BAXTER PL,FORT COLLINS,CO,80526,40.5314,-105.12448
2519 BAXTER PL,FORT COLLINS,CO,80526,40.53141,-105.12448
2520 BAXTER PL,FORT COLLINS,CO,80526,40.53141,-105.12449
2515 BAXTER PL,FORT COLLINS,CO,80526,40.53139,-105.12421
2516 BAXTER PL,FORT COLLINS,CO,80526,40.5314,-105.123
2510 BAXTER PL,FORT COLLINS,CO,80526,40.53141,-105.12353
2509 BAXTER PL,FORT COLLINS,CO,80526,40.53141,-105.12353
2505 BAXTER PL,FORT COLLINS,CO,80526,40.53141,-105.12353
2504 BAXTER PL,FORT COLLINS,CO,80526,40.53141,-105.12364
4020 WINDOM ST,FORT COLLINS,CO,80526,40.5316,-105.123
4016 WINDOM ST,FORT COLLINS,CO,80526,40.53164,-105.12283
4012 WINDOM ST,FORT COLLINS,CO,80526,40.53189,-105.12285
4009 WINDOM ST,FORT COLLINS,CO,80526,40.53187,-105.12283
4008 WINDOM ST,FORT COLLINS,CO,80525,40.53187,-105.12283
4005 WINDOM ST,FORT COLLINS,CO,80526,40.53186,-105.12285
4004 WINDOM ST,FORT COLLINS,CO,80526,40.53206,-105.12285
4000 WINDOM ST,FORT COLLINS,CO,80526,40.5354,-105.121
4001 WINDOM ST,FORT COLLINS,CO,80526,40.53219,-105.12284
10605 N CTY RD 15,FORT COLLINS,CO,80524,40.73614,-105.07564
10465 N CTY RD 15,FORT COLLINS,CO,80522,40.7359,-105.07654
10431 N CTY RD 15,FORT COLLINS,CO,80524,40.73589,-105.07651
10405 N CTY RD 15,FORT COLLINS,CO,80524,40.73558,-105.07616
201 E CTY RD 66E,FORT COLLINS,CO,80524,40.73301,-105.07307
337 E CTY RD 66E,FORT COLLINS,CO,80524,40.73303,-105.0707
417 E CTY RD 66E,FORT COLLINS,CO,80524,40.73302,-105.0693
420 E CTY RD 66E,FORT COLLINS,CO,80524,40.73399,-105.06947
516 E CTY RD 66E,FORT COLLINS,CO,80524,40.73306,-105.06802
730 E CTY RD 66E,FORT COLLINS,CO,80524,40.733,-105.06215
715 E CTY RD 66E,FORT COLLINS,CO,80524,40.733,-105.06215
1297 E CTY RD 66E,WELLINGTON,CO,80549,40.72966,-105.05381
10205 N CTY RD 13,WELLINGTON,CO,80549,40.73437,-105.05728
10421 N CTY RD 13,WELLINGTON,CO,80549,40.73665,-105.05728
10918 N CTY RD 13,WELLINGTON,CO,80549,40.7442,-105.05715
11050 N CTY RD 13,WELLINGTON,CO,80549,40.74734,-105.05713
11410 N CTY RD 13,WELLINGTON,CO,80549,40.7513,-105.0571
11562 N CTY RD 13,WELLINGTON,CO,80549,40.75342,-105.05705
12431 N CTY RD 13,WELLINGTON,CO,80549,40.75635,-105.05905
12431 N CTY RD 13,WELLINGTON,CO,80549,40.75635,-105.05905
1142 E CTY RD 70,WELLINGTON,CO,80549,40.75742,-105.06412
626 E CTY RD 70,WELLINGTON,CO,80549,40.75712,-105.06368
626 E CTY RD 70,WELLINGTON,CO,80549,40.75714,-105.06368
921 E CTY RD 68,FORT COLLINS,CO,80524,40.74027,-105.05942
1010 E CTY RD 68,FORT COLLINS,CO,80524,40.74033,-105.06085
877 E CTY RD 68,FORT COLLINS,CO,80524,40.74033,-105.06085
920 E CTY RD 68,FORT COLLINS,CO,80524,40.74034,-105.06321
12832 APPALOOSA AVE,WELLINGTON,CO,80549,40.77207,-105.08315
535 E CTY RD 68,FORT COLLINS,CO,80524,40.74032,-105.06802
10757 PRIMA DR,FORT COLLINS,CO,80524,40.74181,-105.06968
10764 PRIMA DR,FORT COLLINS,CO,80524,40.74181,-105.06968
10820 PRIMA DR,FORT COLLINS,CO,80524,40.74181,-105.06968
10821 PRIMA DR,FORT COLLINS,CO,80524,40.74159,-105.06963
250 E CTY RD 68,FORT COLLINS,CO,80524,40.74034,-105.07294
10845 N CTY RD 15,FORT COLLINS,CO,80524,40.74314,-105.07896
10863 N CTY RD 15,FORT COLLINS,CO,80524,40.75632,-105.05903
11075 N CTY RD 15,FORT COLLINS,CO,80524,40.74684,-105.07612
11150 N CTY RD 15,FORT COLLINS,CO,80524,40.74757,-105.07602
11432 N CTY RD 15,FORT COLLINS,CO,80524,40.75105,-105.07537
11447 N CTY RD 15,FORT COLLINS,CO,80524,40.75165,-105.07664
CTY RD 15,WAVERLY,CO,80555,40.75399,-105.07688
208 W CTY RD 70,FORT COLLINS,CO,80524,40.75478,-105.0778
107 E CTY RD 70,WELLINGTON,CO,80549,40.75443,-105.07529
211 STARBRIGHT CT,WELLINGTON,CO,80549,40.76032,-105.07807
120 E CTY RD 72,WELLINGTON,CO,80549,40.77028,-105.07458
286 E CTY RD 72,WELLINGTON,CO,80549,40.77019,-105.07276
605 E CTY RD 72,WELLINGTON,CO,80549,40.7654,-105.06515
300 W CTY RD 72,WELLINGTON,CO,80549,40.76959,-105.0793
328 W CTY RD 72,WELLINGTON,CO,80549,40.76965,-105.08146
12706 APPALOOSA AVE,WELLINGTON,CO,80549,40.77007,-105.08297
12732 APPALOOSA AVE,WELLINGTON,CO,80549,40.77059,-105.08316
12906 APPALOOSA AVE,WELLINGTON,CO,80549,40.77315,-105.08316
13008 APPALOOSA AVE,WELLINGTON,CO,80549,40.77376,-105.08313
13017 APPALOOSA AVE,WELLINGTON,CO,80549,40.77456,-105.08325
532 ARABIAN ST,WELLINGTON,CO,80549,40.77458,-105.08322
533 ARABIAN ST,WELLINGTON,CO,80549,40.77323,-105.08455
13101 APPALOOSA AVE,WELLINGTON,CO,80549,40.77491,-105.08312
432 SORREL ST,WELLINGTON,CO,80549,40.77497,-105.08296
412 SORREL ST,WELLINGTON,CO,80549,40.77499,-105.08293
13121 PALOMINO PL,WELLINGTON,CO,80549,40.7762,-105.08129
13120 PALOMINO PL,WELLINGTON,CO,80549,40.7762,-105.08129
13009 palomino pl,wellington,co,80549,40.77442,-105.08119
12932 PALOMINO PL,WELLINGTON,CO,80549,40.77365,-105.07974
12921 PALOMINO PL,WELLINGTON,CO,80549,40.77365,-105.07975
12908 PALOMINO PL,WELLINGTON,CO,80549,40.7728,-105.07881
12905 PALOMINO PL,WELLINGTON,CO,80549,40.77202,-105.07992
321 PINTO CT,WELLINGTON,CO,80549,40.77201,-105.07992
320 PINTO CT,WELLINGTON,CO,80549,40.77202,-105.07992
12801 PALOMINO PL,WELLINGTON,CO,80549,40.77195,-105.07825
12820 PALOMINO PL,WELLINGTON,CO,80549,40.77129,-105.07787
204 W CTY RD 72,WELLINGTON,CO,80549,40.76981,-105.07762
12910 N CTY RD 15,WELLINGTON,CO,80549,40.77771,-105.07608
13068 N CTY RD 15,WELLINGTON,CO,80549,40.77771,-105.07608
12908 N CTY RD 15,WELLINGTON,CO,80549,40.7723,-105.07558
13109 N CTY RD 15,WELLINGTON,CO,80549,40.7743,-105.07493
13217 N CTY RD 15,WELLINGTON,CO,80549,40.77772,-105.0761
13350 N CTY RD 15,WELLINGTON,CO,80549,40.77877,-105.07226
13421 N CTY RD 15,WELLINGTON,CO,80549,40.77852,-105.07834
303 W CTY RD 74,WELLINGTON,CO,80549,40.78341,-105.08145
612 W CTY RD 74,WELLINGTON,CO,80549,40.79096,-105.08855
617 W CTY RD 74,WELLINGTON,CO,80549,40.78394,-105.08921
620 W CTY RD 74,WELLINGTON,CO,80549,40.78394,-105.08921
820 W CTY RD 74,WELLINGTON,CO,80549,40.7839,-105.08923
918 W CTY RD 74,WELLINGTON,CO,80549,40.78391,-105.09273
1350 STAR RIDGE CT,WELLINGTON,CO,80549,40.78046,-105.09997
14014 N CTY RD 17,WELLINGTON,CO,80549,40.79741,-105.09518
14120 N CTY RD 17,WELLINGTON,CO,80549,40.79065,-105.09516
14126 N CTY RD 17,WELLINGTON,CO,80549,40.7912,-105.09514
14521 N CTY RD 17,WELLINGTON,CO,80549,40.79738,-105.09519
1745 W CTY RD 76,WELLINGTON,CO,80549,40.79842,-105.10761
1837 W CTY RD 76,WELLINGTON,CO,80549,40.79843,-105.11004
14755 N CTY RD 17,WELLINGTON,CO,80549,40.79906,-105.09515
16112 N CTY RD 17,WELLINGTON,CO,80549,40.79842,-105.11068
2127 W CTY RD 80,WELLINGTON,CO,80549,40.82275,-105.11575
3100 W CTY RD 80,WELLINGTON,CO,80549,40.82753,-105.13329
3669 W CTY RD 80,WELLINGTON,CO,80549,40.82699,-105.14352
16145 N CTY RD 17,WELLINGTON,CO,80549,40.81217,-105.09395
8108 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47185,-104.98137
8107 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47196,-104.98134
8103 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47202,-104.98137
8089 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47227,-104.98144
8083 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47227,-104.98144
8079 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47232,-104.98139
8100 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47232,-104.98139
8075 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47257,-104.98112
8071 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47256,-104.98112
8067 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47257,-104.98054
8063 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47256,-104.98054
8059 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47257,-104.98009
8055 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47257,-104.98008
8051 LIGHTHOUSE LN.,WINDSOR,CO,80550,40.47257,-104.98007
5301 REGATTA CT.,WINDSOR,CO,80550,40.47252,-104.9788
5300 REGATTA CT.,WINDSOR,CO,80550,40.47253,-104.97878
5308 REGATTA CT.,WINDSOR,CO,80550,40.47259,-104.97853
5312 REGATTA CT.,WINDSOR,CO,80550,40.47259,-104.97853
5313 REGATTA CT.,FORT COLLINS,CO,80528,40.47257,-104.97856
5316 REGATTA CT.,WINDSOR,CO,80550,40.47257,-104.97857
5309 REGATTA CT.,WINDSOR,CO,80550,40.47257,-104.97857
8100 NORTHSTAR DR.,WINDSOR,CO,80550,40.47258,-104.98003
8101 NORTHSTAR DR.,WINDSOR,CO,80550,40.47247,-104.98015
8105 NORTHSTAR DR.,WINDSOR,CO,80550,40.47236,-104.98018
8106 NORTHSTAR DR.,WINDSOR,CO,80550,40.47232,-104.98018
8109 NORTHSTAR DR.,WINDSOR,CO,80550,40.47208,-104.9801
8110 NORTHSTAR DR.,WINDSOR,CO,80550,40.47215,-104.98018
8113 NORTHSTAR DR.,WINDSOR,CO,80550,40.47192,-104.98015
8114 NORTHSTAR DR.,WINDSOR,CO,80550,40.4719,-104.98015
8118 NORTHSTAR DR.,WINDSOR,CO,80550,40.47175,-104.98017
8117 NORTHSTAR DR.,WINDSOR,CO,80550,40.47175,-104.98017
8121 NORTHSTAR DR.,WINDSOR,CO,80550,40.47178,-104.9802
8122 NORTHSTAR DR.,WINDSOR,CO,80550,40.47176,-104.98015
8123 NORTHSTAR DR.,WINDSOR,CO,80550,40.47139,-104.98019
8128 NORTHSTAR DR.,WINDSOR,CO,80550,40.47135,-104.98014
8129 NORTHSTAR DR.,WINDSOR,CO,80550,40.47136,-104.98014
8132 NORTHSTAR DR,WINDSOR,CO,80550,40.47114,-104.98016
8133 NORTHSTAR DR.,WINDSOR,CO,80550,40.47101,-104.98014
8136 NORTHSTAR DR.,WINDSOR,CO,80550,40.47101,-104.98015
8200 NORTHSTAR CT.,WINDSOR,CO,80550,40.47071,-104.98011
8204 NORTHSTAR CT.,WINDSOR,CO,80550,40.47037,-104.98006
8203 NORTHSTAR CT.,WINDSOR,CO,80550,40.47038,-104.98005
8207 NORTHSTAR CT.,WINDSOR,CO,80550,40.47035,-104.98004
8208 NORTHSTAR CT.,WINDSOR,CO,80550,40.47012,-104.97999
8214 NORTHSTAR CT.,WINDSOR,CO,80550,40.47012,-104.97999
8221 NORTHSTAR CT.,WINDSOR,CO,80550,40.47019,-104.98002
8217 NORTHSTAR CT.,WINDSOR,CO,80550,40.47022,-104.98003
8213 NORTHSTAR CT.,WINDSOR,CO,80550,40.47023,-104.98003
5300 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47161,-104.97877
5305 MOONLIGHT BAY DR,WINDSOR,CO,80528,40.47161,-104.97877
5306 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.4716,-104.97877
5309 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47159,-104.97878
5310 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47158,-104.97879
5311 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.4719,-104.978
5313 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47167,-104.97828
5314 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47167,-104.9782
5318 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47181,-104.978
5319 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47182,-104.97798
5321 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47186,-104.97799
5322 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47186,-104.97799
5323 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.4722,-104.97767
5324 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.4722,-104.97767
5325 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47221,-104.97762
5329 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47243,-104.97755
5328 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47245,-104.97756
5333 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47245,-104.97756
5336 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47246,-104.97756
5337 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47348,-104.97674
5341 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47349,-104.97676
5345 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47349,-104.97675
5353 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47364,-104.97626
5361 MOONLIGHT BAY DR.,WINDSOR,CO,80550,40.47364,-104.97626
8101 ISLANDER CT.,WINDSOR,CO,80550,40.47295,-104.97602
8107 ISLANDER CT.,WINDSOR,CO,80550,40.47295,-104.97602
8111 ISLANDER CT.,WINDSOR,CO,80550,40.47295,-104.97603
8113 ISLANDER CT.,WINDSOR,CO,80550,40.4728,-104.97637
8114 ISLANDER CT.,WINDSOR,CO,80550,40.47277,-104.9764
8117 ISLANDER CT.,WINDSOR,CO,80550,40.47279,-104.97638
8118 ISLANDER CT.,WINDSOR,CO,80550,40.47277,-104.97639
8122 ISLANDER CT.,WINDSOR,CO,80550,40.47262,-104.97641
8126 ISLANDER CT.,WINDSOR,CO,80550,40.47243,-104.97639
8134 ISLANDER CT.,WINDSOR,CO,80550,40.47243,-104.97639
8131 ISLANDER CT,WINDSOR,CO,80550,40.47243,-104.97639
8121 ISLANDER CT.,WINDSOR,CO,80550,40.47242,-104.97637
8121 ISLANDER CT.,WINDSOR,CO,80550,40.47241,-104.97637
8125 ISLANDER CT.,WINDSOR,CO,80550,40.47243,-104.97639
5313 SCHOONER LN.,WINDSOR,CO,80550,40.47327,-104.97809
5307 SCHOONER LN.,WINDSOR,CO,80550,40.47356,-104.97853
5301 SCHOONER LN,FORT COLLINS,CO,80528,40.47355,-104.97855
5362 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47398,-104.97746
5364 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47385,-104.97755
5366 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47374,-104.97779
5368 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47367,-104.97781
5370 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47368,-104.97781
5372 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47369,-104.97783
5376 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47368,-104.97784
5378 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47386,-104.97767
5380 HIGHLAND MEADOWS CT.,WINDSOR,CO,80550,40.47386,-104.97767
3500 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53882,-105.07502
3500 S COLLEGE AVE,FORT COLLINS,CO,80525,40.5396,-105.07428
3500 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53983,-105.07568
3501 S MASON ST,FORT COLLINS,CO,80525,40.5396,-105.07944
121 W MONROE DR,FORT COLLINS,CO,80525,40.53936,-105.07844
3519 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53922,-105.07795
3600 S MASON ST,FORT COLLINS,CO,80525,40.53645,-105.07895
3750 S MASON ST,FORT COLLINS,CO,80521,40.53508,-105.07887
4045 S COLLEGE AVE,FORT COLLINS,CO,80525,40.53093,-105.07889
108 TROUTMAN PKWY,FORT COLLINS,CO,80525,40.53074,-105.07933
108 TROUTMAN PKWY,FORT COLLINS,CO,80525,40.53073,-105.0793
118 W TROUTMAN PKWY,FORT COLLINS,CO,80521,40.52973,-105.07917
118 W TROUTMAN PKWY,FORT COLLINS,CO,80521,40.52973,-105.07917
4455 S COLLEGE AVE,FORT COLLINS,CO,80525,40.52586,-105.07821
4525 S COLLEGE AVE,FORT COLLINS,CO,80525,40.5241,-105.07861
4525 S COLLEGE AVE,FORT COLLINS,CO,80525,40.5241,-105.07861
4643 S MASON ST,FORT COLLINS,CO,80525,40.52144,-105.07779
4616 S SHIELDS ST,FORT COLLINS,CO,80526,40.52301,-105.09226
4616 S SHIELDS ST,FORT COLLINS,CO,80526,40.52222,-105.09457
4616 S SHIELDS ST,FORT COLLINS,CO,80526,40.52159,-105.0942
731 E HARMONY RD,FORT COLLINS,CO,80525,40.52304,-105.06355
807 E HARMONY RD,FORT COLLINS,CO,80525,40.52302,-105.0635
931 E HARMONY RD,FORT COLLINS,CO,80525,40.52284,-105.05945
931 E HARMONY RD,FORT COLLINS,CO,80525,40.52284,-105.05945
1007 E HARMONY RD,FORT COLLINS,CO,80525,40.5213,-105.05959
925 E HARMONY RD,FORT COLLINS,CO,80525,40.52134,-105.06006
4824 S LEMAY AVE,FORT COLLINS,CO,80525,40.51988,-105.05733
4824 S LEMAY AVE,FORT COLLINS,CO,80525,40.51988,-105.05733
1112 OAKRIDGE DR,FORT COLLINS,CO,80525,40.52164,-105.05704
4609 S TIMBERLINE RD,FORT COLLINS,CO,80528,40.52276,-105.04231
2815 E HARMONY RD,FORT COLLINS,CO,80528,40.52235,-105.0252
2500 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.41713,-105.0004
2500 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.41538,-105.00172
1615-1625 FOXTRAIL DR,LOVELAND,CO,80538,40.41041,-105.00248
1635 FOXTRAIL DR,LOVELAND,CO,80538,40.41017,-105.00238
1753 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.40992,-105.00314
1455 ROCKY MOUNTAIN AVE,LOVELAND,CO,80538,40.40797,-105.00356
1450 FALL RIVER DR,LOVELAND,CO,80537,40.40845,-105.00795
1569 FALL RIVER DR,LOVELAND,CO,80538,40.40854,-105.00796
1569 FALL RIVER DR,LOVELAND,CO,80538,40.4089,-105.00794
2555 E 13TH ST,LOVELAND,CO,80538,40.40676,-105.04109
1497 E EISENHOWER BLVD,LOVELAND,CO,80537,40.4082,-105.05482
1500 N MONROE AVE,LOVELAND,CO,80538,40.40868,-105.06784
1515 HILLTOP CT,LOVELAND,CO,80537,40.40433,-105.09687
1635 N LINCOLN AVE,LOVELAND,CO,80538,40.41065,-105.07357
2525 N LINCOLN AVE,LOVELAND,CO,80538,40.41851,-105.07393
307 W 49TH ST,LOVELAND,CO,80538,40.4429,-105.07926
525 TURMAN DR,FORT COLLINS,CO,80525,40.47369,-105.06896
2120 VERMONT DR,FORT COLLINS,CO,80525,40.54371,-105.03872
2540 E DRAKE RD,FORT COLLINS,CO,80525,40.55365,-105.03029
2201 S LEMAY AVE,FORT COLLINS,CO,80525,40.55692,-105.05933
2601 S LEMAY AVE,FORT COLLINS,CO,80525,40.55218,-105.06013
2601 S LEMAY AVE,FORT COLLINS,CO,80525,40.55218,-105.06013
2601 S LEMAY AVE #12,FORT COLLINS,CO,80525,40.55166,-105.06021
900 CENTRE AVE,FORT COLLINS,CO,80526,40.55659,-105.0911
900 WORTHINGTON CIR,FORT COLLINS,CO,80526,40.55664,-105.09217
940 WORTHINGTON CIR,FORT COLLINS,CO,80526,40.55791,-105.09384
1000 1018  CENTRE AVE,FORT COLLINS,CO,80526,40.55635,-105.09469
1000 1018  CENTRE AVE,FORT COLLINS,CO,80526,40.55661,-105.09528
1000 1018  CENTRE AVE,FORT COLLINS,CO,80526,40.556,-105.09523
909 CENTRE AVE,FORT COLLINS,CO,80526,40.55431,-105.09317
838 W DRAKE RD,FORT COLLINS,CO,80526,40.55313,-105.0924
2100 W DRAKE RD #11,FORT COLLINS,CO,80526,40.55339,-105.11554
320 E VINE DR,FORT COLLINS,CO,80524,40.59644,-105.07122
900 E LINCOLN AVE,FORT COLLINS,CO,80524,40.5895,-105.06124
900 E LINCOLN AVE,FORT COLLINS,CO,80524,40.58413,-105.04235
3705 MEAD ST,FORT COLLINS,CO,80526,40.53646,-105.12221
4010 HIGHLANDS WEST DR,FORT COLLINS,CO,80526,40.53219,-105.12604
3934 HIGHLANDS WEST DR,FORT COLLINS,CO,80526,40.53249,-105.12592
3928 HIGHLANDS WEST DR,FORT COLLINS,CO,80526,40.53282,-105.12553
3922 HIGHLANDS WEST DR,FORT COLLINS,CO,80526,40.533,-105.12535
3916 HIGHLANDS WEST DR,FORT COLLINS,CO,80526,40.53324,-105.12532
3903 PLATTE DR,FORT COLLINS,CO,80526,40.53373,-105.12425
3909 PLATTE DR,FORT COLLINS,CO,80525,40.53356,-105.12418
3915 PLATTE DR,FORT COLLINS,CO,80526,40.53331,-105.12425
3921 PLATTE DR,FORT COLLINS,CO,80526,40.53311,-105.1242
3927 PLATTE DR,FORT COLLINS,CO,80526,40.53282,-105.12426
3933 PLATTE DR,FORT COLLINS,CO,80526,40.53279,-105.12426
4005 PLATTE DR,FORT COLLINS,CO,80526,40.53243,-105.12443
4011 PLATTE DR,FORT COLLINS,CO,80526,40.53221,-105.1246
4017 PLATTE DR,FORT COLLINS,CO,80526,40.53208,-105.12471
4029 PLATTE DR,FORT COLLINS,CO,80526,40.53177,-105.12482
4035 PLATTE DR,FORT COLLINS,CO,80526,40.5316,-105.1248
4041 PLATTE DR,FORT COLLINS,CO,80525,40.5314,-105.1246
2531 BAXTER PL,FORT COLLINS,CO,80526,40.5314,-105.1246
2525 BAXTER PL,FORT COLLINS,CO,80526,40.53138,-105.12426
2519 BAXTER PL,FORT COLLINS,CO,80526,40.5314,-105.12435
2515 BAXTER PL,FORT COLLINS,CO,80526,40.53138,-105.12426
2509 BAXTER PL,FORT COLLINS,CO,80526,40.5314,-105.12383
2505 BAXTER PL,FORT COLLINS,CO,80526,40.53139,-105.12358
4016 WINDOM ST,FORT COLLINS,CO,80526,40.53155,-105.12283
4000 WINDOM ST,FORT COLLINS,CO,80526,40.53226,-105.12288
3928 WINDOM ST,FORT COLLINS,CO,80526,40.53242,-105.12288
3924 WINDOM ST,FORT COLLINS,CO,80526,40.53262,-105.12287
3920 WINDOM ST,FORT COLLINS,CO,80526,40.53282,-105.12284
6009 MEADOW HAVEN CT #59,LOVELAND,CO,80538,40.45397,-105.07342
5906 ORCHARD GROVE CT #44,LOVELAND,CO,80538,40.45397,-105.07335
5907 ORCHARD GROVE CT #43,LOVELAND,CO,80538,40.45401,-105.07313
5919 ORCHARD GROVE CT #42,LOVELAND,CO,80538,40.45401,-105.07313
5918 ORCHARD GROVE CT #45,LOVELAND,CO,80538,40.45401,-105.07313
5930 ORCHARD GROVE CT #46,LOVELAND,CO,80538,40.45401,-105.07313
5931 ORCHARD GROVE CT #40,LOVELAND,CO,80538,40.45401,-105.07313
5942 ORCHARD GROVE CT #47,LOVELAND,CO,80538,40.45401,-105.07313
5954 ORCHARD GROVE CT #48,LOVELAND,CO,80538,40.45401,-105.07313
5955 ORCHARD GROVE CT #39,LOVELAND,CO,80538,40.45401,-105.07313
5966 ORCHARD GROVE CT #49,LOVELAND,CO,80538,40.45401,-105.07313
5979 ORCHARD GROVE CT #37,LOVELAND,CO,80538,40.45401,-105.07313
5967 ORCHARD GROVE CT #38,LOVELAND,CO,80538,40.45401,-105.07313
5954 MOUNTAIN VIEW CT #75,LOVELAND,CO,80538,40.45398,-105.07312
5751 BROOKSIDE CT #112,LOVELAND,CO,80538,40.45401,-105.07319
2745 MINNESOTA DR,FORT COLLINS,CO,80525,40.55029,-105.03291
4240 E CTY RD 66,WELLINGTON,CO,80549,40.73115,-104.99709
1925 S TIMBERLINE RD,FORT COLLINS,CO,80525,40.5623,-105.04112
1925 S TIMBERLINE RD,FORT COLLINS,CO,80525,40.56233,-105.04101
